"","generation","DFE","selfing","value","sd","replicate","selfing_class","dominance"
"82","f1","DFE1","0_grapes",0.591125901463063,0.0322199572966732,NA,"0% Selfing",0.5
"83","f1","DFE2","0_grapes",0.312890189758912,0.0110412057588599,NA,"0% Selfing",0.5
"84","f1","DFE3","0_grapes",0.134899275288867,0.00486343400430159,NA,"0% Selfing",0.5
"85","f1","DFE1","50_grapes",0.610169513666312,0.0236063465237421,NA,"50% Selfing",0.5
"86","f1","DFE2","50_grapes",0.308867077158481,0.016623819288726,NA,"50% Selfing",0.5
"87","f1","DFE3","50_grapes",0.131345606401245,0.00405704799430952,NA,"50% Selfing",0.5
"88","f1","DFE1","99_grapes",0.295985840153735,0.0467302520911613,NA,"99% Selfing",0.5
"89","f1","DFE2","99_grapes",0.382187278365501,0.100098461588933,NA,"99% Selfing",0.5
"90","f1","DFE3","99_grapes",0.146392920933299,0.024895326919756,NA,"99% Selfing",0.5
"91","f2","DFE1","0_grapes",0.0384388167972087,0.0179604892601423,NA,"0% Selfing",0.5
"92","f2","DFE2","0_grapes",0.478056452608846,0.00680428284231018,NA,"0% Selfing",0.5
"93","f2","DFE3","0_grapes",0.269814886279665,0.0195028940294358,NA,"0% Selfing",0.5
"94","f2","DFE1","50_grapes",0.0239208864867766,0.00585310053850881,NA,"50% Selfing",0.5
"95","f2","DFE2","50_grapes",0.469490315903166,0.0182482990119869,NA,"50% Selfing",0.5
"96","f2","DFE3","50_grapes",0.255623652855011,0.0174804709045218,NA,"50% Selfing",0.5
"97","f2","DFE1","99_grapes",0.0102722533552977,0.00711511737140021,NA,"99% Selfing",0.5
"98","f2","DFE2","99_grapes",0.136671923820456,0.0241461874776205,NA,"99% Selfing",0.5
"99","f2","DFE3","99_grapes",0.214883159244056,0.0562910353003746,NA,"99% Selfing",0.5
"100","f3","DFE1","0_grapes",2.17097895216511e-11,2.88541477366894e-11,NA,"0% Selfing",0.5
"101","f3","DFE2","0_grapes",0.0475660192469008,0.0100153142821472,NA,"0% Selfing",0.5
"102","f3","DFE3","0_grapes",0.469809046053737,0.0182086749576514,NA,"0% Selfing",0.5
"103","f3","DFE1","50_grapes",9.96980276113391e-15,1.43324482057589e-14,NA,"50% Selfing",0.5
"104","f3","DFE2","50_grapes",0.0521315993583652,0.017986032281179,NA,"50% Selfing",0.5
"105","f3","DFE3","50_grapes",0.482172978752507,0.0138372964335961,NA,"50% Selfing",0.5
"106","f3","DFE1","99_grapes",6.75561828700211e-12,1.47868188970593e-11,NA,"99% Selfing",0.5
"107","f3","DFE2","99_grapes",0.000243413380373392,0.000315720819735434,NA,"99% Selfing",0.5
"108","f3","DFE3","99_grapes",0.318472618927649,0.0480505437839762,NA,"99% Selfing",0.5
