"","generation","DFE","selfing","value","sd","replicate","selfing_class","dominance"
"71","f3","DFE2","99",0.000343748955097656,0.000323214467737247,NA,"99% Selfing",0.25
"72","f3","DFE3","99",0.166225570434958,0.0381574087279851,NA,"99% Selfing",0.25
"73","f0","DFE1","0_grapes",0.458086017868945,0.0219542699581767,NA,"0% Selfing",0.25
"74","f0","DFE2","0_grapes",0.183218976363668,0.016152497001516,NA,"0% Selfing",0.25
"75","f0","DFE3","0_grapes",0.149101735624206,0.00768437820384721,NA,"0% Selfing",0.25
"76","f0","DFE1","50_grapes",0.407013827572995,0.0156026851807588,NA,"50% Selfing",0.25
"77","f0","DFE2","50_grapes",0.17225764317518,0.0102141170390438,NA,"50% Selfing",0.25
"78","f0","DFE3","50_grapes",0.137526487992193,0.0128736493383764,NA,"50% Selfing",0.25
"79","f0","DFE1","99_grapes",0.719682459603175,0.0307383559624968,NA,"99% Selfing",0.25
"80","f0","DFE2","99_grapes",0.601324811948597,0.103150056355428,NA,"99% Selfing",0.25
"81","f0","DFE3","99_grapes",0.233050711328258,0.0490004648174635,NA,"99% Selfing",0.25
"82","f1","DFE1","0_grapes",0.541419378314295,0.0222116294877151,NA,"0% Selfing",0.25
"83","f1","DFE2","0_grapes",0.467025265780845,0.0352873446594902,NA,"0% Selfing",0.25
"84","f1","DFE3","0_grapes",0.152433018863109,0.00475366979352965,NA,"0% Selfing",0.25
"85","f1","DFE1","50_grapes",0.587125268752371,0.0237466474256566,NA,"50% Selfing",0.25
"86","f1","DFE2","50_grapes",0.38538175106885,0.0215441351922319,NA,"50% Selfing",0.25
"87","f1","DFE3","50_grapes",0.146005508508923,0.0079812586272636,NA,"50% Selfing",0.25
"88","f1","DFE1","99_grapes",0.275007999986194,0.0288578009322097,NA,"99% Selfing",0.25
"89","f1","DFE2","99_grapes",0.272946776264108,0.0248041372920277,NA,"99% Selfing",0.25
"90","f1","DFE3","99_grapes",0.175181307543576,0.0272456751308378,NA,"99% Selfing",0.25
"91","f2","DFE1","0_grapes",0.000494603816760653,0.00110460889845132,NA,"0% Selfing",0.25
"92","f2","DFE2","0_grapes",0.348479400787322,0.0221179723828995,NA,"0% Selfing",0.25
"93","f2","DFE3","0_grapes",0.292629132223514,0.0151016958879471,NA,"0% Selfing",0.25
"94","f2","DFE1","50_grapes",0.00586090367463139,0.0101674766901505,NA,"50% Selfing",0.25
"95","f2","DFE2","50_grapes",0.431744212265435,0.0182712293085324,NA,"50% Selfing",0.25
"96","f2","DFE3","50_grapes",0.287992114283323,0.0307927855059965,NA,"50% Selfing",0.25
"97","f2","DFE1","99_grapes",0.00530954040573557,0.00653245112557106,NA,"99% Selfing",0.25
"98","f2","DFE2","99_grapes",0.123375689273474,0.0803501124346999,NA,"99% Selfing",0.25
"99","f2","DFE3","99_grapes",0.292616511062354,0.0707239361528124,NA,"99% Selfing",0.25
"100","f3","DFE1","0_grapes",0,0,NA,"0% Selfing",0.25
"101","f3","DFE2","0_grapes",0.00127635706816557,0.00141859995699237,NA,"0% Selfing",0.25
"102","f3","DFE3","0_grapes",0.405836113289171,0.0155693873159255,NA,"0% Selfing",0.25
"103","f3","DFE1","50_grapes",2.53130849614536e-15,5.62919751255786e-15,NA,"50% Selfing",0.25
"104","f3","DFE2","50_grapes",0.010616393490535,0.00691554874069962,NA,"50% Selfing",0.25
"105","f3","DFE3","50_grapes",0.428475889215561,0.0264633987556966,NA,"50% Selfing",0.25
"106","f3","DFE1","99_grapes",4.89568385830808e-12,1.09468957144139e-11,NA,"99% Selfing",0.25
"107","f3","DFE2","99_grapes",0.00235272251382119,0.0038824421936718,NA,"99% Selfing",0.25
"108","f3","DFE3","99_grapes",0.299151470065812,0.0571253861551591,NA,"99% Selfing",0.25
